sample,mouse.ID,Diet,Batch,age.wks,age.approx.wks,Age (month),Cage,Cohort,Age_bins,Age group
DO_2D_4027_121w,DO-2D-4027,2D,15,121,121,28,3398,G22W2,25-30 months,22/28 months
DO_2D_4027_097w,DO-2D-4027,2D,14,97,96,22,3398,G22W2,19-24 months,22/28 months
DO_2D_4027_043w,DO-2D-4027,2D,11,43,44,10,3398,G22W2,6-12 months,8/10/16 months
DO_2D_4027_148w,DO-2D-4027,2D,16,148,148,34,3398,G22W2,>=31 months,34+months
DO_40_2157_044w,DO-40-2157,40,99,44,44,10,6306,G27W2,6-12 months,8/10/16 months
DO_40_2157_121w,DO-40-2157,40,105,121,121,28,6306,G27W2,25-30 months,22/28 months
DO_40_2157_096w,DO-40-2157,40,103,96,96,22,6306,G27W2,19-24 months,22/28 months
DO_40_2157_069w,DO-40-2157,40,101,69,69,16,6306,G27W2,13-18 months,8/10/16 months
DO_20_1102_020w,DO-20-1102,20,68,20,21,5,5836,G26W1,<=5 months,5 months
DO_20_1102_121w,DO-20-1102,20,81,121,121,28,5836,G26W1,25-30 months,22/28 months
DO_20_1102_096w,DO-20-1102,20,74,96,96,22,5836,G26W1,19-24 months,22/28 months
DO_20_1102_069w,DO-20-1102,20,72,69,69,16,5836,G26W1,13-18 months,8/10/16 months
DO_20_1102_044w,DO-20-1102,20,70,44,44,10,5836,G26W1,6-12 months,8/10/16 months
DO_20_1081_096w,DO-20-1081,20,66,96,96,22,5078,G24W2,19-24 months,22/28 months
DO_20_1081_069w,DO-20-1081,20,62,69,69,16,5078,G24W2,13-18 months,8/10/16 months
DO_20_1081_022w,DO-20-1081,20,57,22,21,5,5078,G24W2,<=5 months,5 months
DO_2D_4182_044w,DO-2D-4182,2D,122,44,44,10,6539,G28W2,6-12 months,8/10/16 months
DO_AL_0176_044w,DO-AL-0176,AL,111,44,44,10,6470,G28W1,6-12 months,8/10/16 months
DO_AL_0176_097w,DO-AL-0176,AL,115,97,96,22,6470,G28W1,19-24 months,22/28 months
DO_AL_0176_021w,DO-AL-0176,AL,107,21,21,5,6470,G28W1,<=5 months,5 months
DO_AL_0176_069w,DO-AL-0176,AL,113,69,69,16,6470,G28W1,13-18 months,8/10/16 months
DO_AL_0047_044w,DO-AL-0047,AL,22,44,44,10,4105,G23W1,6-12 months,8/10/16 months
DO_AL_0047_096w,DO-AL-0047,AL,27,96,96,22,4105,G23W1,19-24 months,22/28 months
DO_AL_0047_069w,DO-AL-0047,AL,25,69,69,16,4105,G23W1,13-18 months,8/10/16 months
DO_AL_0047_023w,DO-AL-0047,AL,17,23,21,5,4105,G23W1,<=5 months,5 months
DO_AL_0047_121w,DO-AL-0047,AL,29,121,121,28,4105,G23W1,25-30 months,22/28 months
DO_AL_0125_044w,DO-AL-0125,AL,77,44,44,10,5879,G26W2,6-12 months,8/10/16 months
DO_AL_0125_096w,DO-AL-0125,AL,78,96,96,22,5879,G26W2,19-24 months,22/28 months
DO_AL_0125_069w,DO-AL-0125,AL,78,69,69,16,5879,G26W2,13-18 months,8/10/16 months
DO_AL_0125_148w,DO-AL-0125,AL,82,148,148,34,5879,G26W2,>=31 months,34+months
DO_AL_0125_021w,DO-AL-0125,AL,75,21,21,5,5879,G26W2,<=5 months,5 months
DO_AL_0125_120w,DO-AL-0125,AL,80,120,121,28,5879,G26W2,25-30 months,22/28 months
DO_40_2006_097w,DO-40-2006,40,6,97,96,22,3302,G22W1,19-24 months,22/28 months
DO_40_2006_069w,DO-40-2006,40,5,69,69,16,3302,G22W1,13-18 months,8/10/16 months
DO_40_2006_044w,DO-40-2006,40,1,44,44,10,3302,G22W1,6-12 months,8/10/16 months
DO_40_2006_038w,DO-40-2006,40,3,38,35,8,3302,G22W1,6-12 months,8/10/16 months
DO_AL_0009_044w,DO-AL-0009,AL,1,44,44,10,3298,G22W1,6-12 months,8/10/16 months
DO_AL_0009_038w,DO-AL-0009,AL,3,38,35,8,3298,G22W1,6-12 months,8/10/16 months
DO_2D_4179_069w,DO-2D-4179,2D,125,69,69,16,6539,G28W2,13-18 months,8/10/16 months
DO_2D_4179_021w,DO-2D-4179,2D,120,21,21,5,6539,G28W2,<=5 months,5 months
DO_2D_4179_044w,DO-2D-4179,2D,122,44,44,10,6539,G28W2,6-12 months,8/10/16 months
DO_AL_0026_069w,DO-AL-0026,AL,12,69,69,16,3390,G22W2,13-18 months,8/10/16 months
DO_AL_0026_035w,DO-AL-0026,AL,9,35,35,8,3390,G22W2,6-12 months,8/10/16 months
DO_AL_0026_148w,DO-AL-0026,AL,15,148,148,34,3390,G22W2,>=31 months,34+months
DO_AL_0026_121w,DO-AL-0026,AL,15,121,121,28,3390,G22W2,25-30 months,22/28 months
DO_AL_0026_097w,DO-AL-0026,AL,13,97,96,22,3390,G22W2,19-24 months,22/28 months
DO_AL_0026_043w,DO-AL-0026,AL,10,43,44,10,3390,G22W2,6-12 months,8/10/16 months
DO_40_2187_174w,DO-40-2187,40,129,174,174,40,6536,G28W2,>=31 months,34+months
DO_40_2187_021w,DO-40-2187,40,119,21,21,5,6536,G28W2,<=5 months,5 months
DO_40_2187_069w,DO-40-2187,40,124,69,69,16,6536,G28W2,13-18 months,8/10/16 months
DO_20_1112_044w,DO-20-1112,20,70,44,44,10,5838,G26W1,6-12 months,8/10/16 months
DO_20_1112_121w,DO-20-1112,20,81,121,121,28,5838,G26W1,25-30 months,22/28 months
DO_20_1112_096w,DO-20-1112,20,74,96,96,22,5838,G26W1,19-24 months,22/28 months
DO_20_1112_069w,DO-20-1112,20,72,69,69,16,5838,G26W1,13-18 months,8/10/16 months
DO_40_2132_096w,DO-40-2132,40,92,96,96,22,6186,G27W1,19-24 months,22/28 months
DO_40_2132_021w,DO-40-2132,40,84,21,21,5,6186,G27W1,<=5 months,5 months
DO_40_2132_044w,DO-40-2132,40,87,44,44,10,6186,G27W1,6-12 months,8/10/16 months
DO_40_2132_069w,DO-40-2132,40,90,69,69,16,6186,G27W1,13-18 months,8/10/16 months
DO_40_2152_096w,DO-40-2152,40,102,96,96,22,6305,G27W2,19-24 months,22/28 months
DO_40_2152_069w,DO-40-2152,40,101,69,69,16,6305,G27W2,13-18 months,8/10/16 months
DO_40_2152_121w,DO-40-2152,40,105,121,121,28,6305,G27W2,25-30 months,22/28 months
DO_1D_3014_097w,DO-1D-3014,1D,6,97,96,22,3311,G22W1,19-24 months,22/28 months
DO_1D_3014_121w,DO-1D-3014,1D,6,121,121,28,3311,G22W1,25-30 months,22/28 months
DO_1D_3014_069w,DO-1D-3014,1D,5,69,69,16,3311,G22W1,13-18 months,8/10/16 months
DO_1D_3014_038w,DO-1D-3014,1D,4,38,35,8,3311,G22W1,6-12 months,8/10/16 months
DO_1D_3014_044w,DO-1D-3014,1D,2,44,44,10,3311,G22W1,6-12 months,8/10/16 months
DO_AL_0175_021w,DO-AL-0175,AL,107,21,21,5,6470,G28W1,<=5 months,5 months
DO_AL_0175_121w,DO-AL-0175,AL,116,121,121,28,6470,G28W1,25-30 months,22/28 months
DO_AL_0175_097w,DO-AL-0175,AL,115,97,96,22,6470,G28W1,19-24 months,22/28 months
DO_AL_0175_044w,DO-AL-0175,AL,111,44,44,10,6470,G28W1,6-12 months,8/10/16 months
DO_AL_0040_069w,DO-AL-0040,AL,25,69,69,16,4104,G23W1,13-18 months,8/10/16 months
DO_AL_0040_096w,DO-AL-0040,AL,26,96,96,22,4104,G23W1,19-24 months,22/28 months
DO_AL_0040_023w,DO-AL-0040,AL,17,23,21,5,4104,G23W1,<=5 months,5 months
DO_1D_3118_120w,DO-1D-3118,1D,80,120,121,28,5884,G26W2,25-30 months,22/28 months
DO_1D_3118_096w,DO-1D-3118,1D,79,96,96,22,5884,G26W2,19-24 months,22/28 months
DO_1D_3118_069w,DO-1D-3118,1D,78,69,69,16,5884,G26W2,13-18 months,8/10/16 months
DO_1D_3118_044w,DO-1D-3118,1D,77,44,44,10,5884,G26W2,6-12 months,8/10/16 months
DO_AL_0037_096w,DO-AL-0037,AL,26,96,96,22,4104,G23W1,19-24 months,22/28 months
DO_AL_0037_069w,DO-AL-0037,AL,25,69,69,16,4104,G23W1,13-18 months,8/10/16 months
DO_AL_0157_148w,DO-AL-0157,AL,106,148,148,34,6302,G27W2,>=31 months,34+months
DO_AL_0157_096w,DO-AL-0157,AL,102,96,96,22,6302,G27W2,19-24 months,22/28 months
DO_20_1149_021w,DO-20-1149,20,96,21,21,5,6303,G27W2,<=5 months,5 months
DO_20_1149_096w,DO-20-1149,20,102,96,96,22,6303,G27W2,19-24 months,22/28 months
DO_20_1149_069w,DO-20-1149,20,100,69,69,16,6303,G27W2,13-18 months,8/10/16 months
DO_20_1142_069w,DO-20-1142,20,90,69,69,16,6185,G27W1,13-18 months,8/10/16 months
DO_20_1142_044w,DO-20-1142,20,86,44,44,10,6185,G27W1,6-12 months,8/10/16 months
DO_20_1142_096w,DO-20-1142,20,92,96,96,22,6185,G27W1,19-24 months,22/28 months
DO_AL_0101_044w,DO-AL-0101,AL,70,44,44,10,5835,G26W1,6-12 months,8/10/16 months
DO_AL_0101_069w,DO-AL-0101,AL,72,69,69,16,5835,G26W1,13-18 months,8/10/16 months
DO_2D_4033_121w,DO-2D-4033,2D,30,121,121,28,4114,G23W1,25-30 months,22/28 months
DO_2D_4033_096w,DO-2D-4033,2D,28,96,96,22,4114,G23W1,19-24 months,22/28 months
DO_2D_4033_069w,DO-2D-4033,2D,26,69,69,16,4114,G23W1,13-18 months,8/10/16 months
DO_2D_4033_023w,DO-2D-4033,2D,19,23,21,5,4114,G23W1,<=5 months,5 months
DO_20_1071_068w,DO-20-1071,20,51,68,69,16,4972,G24W1,13-18 months,8/10/16 months
DO_20_1071_149w,DO-20-1071,20,56,149,148,34,4972,G24W1,>=31 months,34+months
DO_20_1071_120w,DO-20-1071,20,54,120,121,28,4972,G24W1,25-30 months,22/28 months
DO_20_1071_096w,DO-20-1071,20,52,96,96,22,4972,G24W1,19-24 months,22/28 months
DO_40_2055_121w,DO-40-2055,40,44,121,121,28,4338,G23W2,25-30 months,22/28 months
DO_40_2055_096w,DO-40-2055,40,42,96,96,22,4338,G23W2,19-24 months,22/28 months
DO_40_2055_020w,DO-40-2055,40,34,20,21,5,4338,G23W2,<=5 months,5 months
DO_40_2055_148w,DO-40-2055,40,45,148,148,34,4338,G23W2,>=31 months,34+months
DO_2D_4104_096w,DO-2D-4104,2D,74,96,96,22,5844,G26W1,19-24 months,22/28 months
DO_2D_4104_020w,DO-2D-4104,2D,69,20,21,5,5844,G26W1,<=5 months,5 months
DO_2D_4104_069w,DO-2D-4104,2D,73,69,69,16,5844,G26W1,13-18 months,8/10/16 months
DO_2D_4104_044w,DO-2D-4104,2D,71,44,44,10,5844,G26W1,6-12 months,8/10/16 months
DO_2D_4104_121w,DO-2D-4104,2D,81,121,121,28,5844,G26W1,25-30 months,22/28 months
DO_20_1113_021w,DO-20-1113,20,75,21,21,5,5880,G26W2,<=5 months,5 months
DO_20_1113_069w,DO-20-1113,20,78,69,69,16,5880,G26W2,13-18 months,8/10/16 months
DO_20_1113_044w,DO-20-1113,20,77,44,44,10,5880,G26W2,6-12 months,8/10/16 months
DO_2D_4150_044w,DO-2D-4150,2D,100,44,44,10,6299,G27W2,6-12 months,8/10/16 months
DO_2D_4150_121w,DO-2D-4150,2D,106,121,121,28,6299,G27W2,25-30 months,22/28 months
DO_2D_4150_096w,DO-2D-4150,2D,103,96,96,22,6299,G27W2,19-24 months,22/28 months
DO_2D_4150_021w,DO-2D-4150,2D,97,21,21,5,6299,G27W2,<=5 months,5 months
DO_2D_4150_069w,DO-2D-4150,2D,101,69,69,16,6299,G27W2,13-18 months,8/10/16 months
DO_2D_4164_021w,DO-2D-4164,2D,110,21,21,5,6477,G28W1,<=5 months,5 months
DO_2D_4164_044w,DO-2D-4164,2D,113,44,44,10,6477,G28W1,6-12 months,8/10/16 months
DO_2D_4164_097w,DO-2D-4164,2D,115,97,96,22,6477,G28W1,19-24 months,22/28 months
DO_20_1067_096w,DO-20-1067,20,52,96,96,22,4972,G24W1,19-24 months,22/28 months
DO_20_1067_120w,DO-20-1067,20,54,120,121,28,4972,G24W1,25-30 months,22/28 months
DO_2D_4170_069w,DO-2D-4170,2D,114,69,69,16,6478,G28W1,13-18 months,8/10/16 months
DO_2D_4170_021w,DO-2D-4170,2D,110,21,21,5,6478,G28W1,<=5 months,5 months
DO_2D_4093_069w,DO-2D-4093,2D,64,69,69,16,5096,G24W2,13-18 months,8/10/16 months
DO_2D_4093_044w,DO-2D-4093,2D,61,44,44,10,5096,G24W2,6-12 months,8/10/16 months
DO_2D_4093_022w,DO-2D-4093,2D,59,22,21,5,5096,G24W2,<=5 months,5 months
DO_2D_4141_069w,DO-2D-4141,2D,91,69,69,16,6191,G27W1,13-18 months,8/10/16 months
DO_2D_4141_021w,DO-2D-4141,2D,85,21,21,5,6191,G27W1,<=5 months,5 months
DO_AL_0147_021w,DO-AL-0147,AL,93,21,21,5,6301,G27W2,<=5 months,5 months
DO_AL_0147_096w,DO-AL-0147,AL,101,96,96,22,6301,G27W2,19-24 months,22/28 months
DO_AL_0147_069w,DO-AL-0147,AL,100,69,69,16,6301,G27W2,13-18 months,8/10/16 months
DO_40_2112_021w,DO-40-2112,40,69,21,21,5,5841,G26W1,<=5 months,5 months
DO_2D_4101_069w,DO-2D-4101,2D,73,69,69,16,5844,G26W1,13-18 months,8/10/16 months
DO_2D_4101_044w,DO-2D-4101,2D,71,44,44,10,5844,G26W1,6-12 months,8/10/16 months
DO_2D_4101_020w,DO-2D-4101,2D,69,20,21,5,5844,G26W1,<=5 months,5 months
DO_20_1032_097w,DO-20-1032,20,14,97,96,22,3392,G22W2,19-24 months,22/28 months
DO_20_1177_044w,DO-20-1177,20,121,44,44,10,6533,G28W2,6-12 months,8/10/16 months
DO_20_1177_021w,DO-20-1177,20,118,21,21,5,6533,G28W2,<=5 months,5 months
DO_20_1177_096w,DO-20-1177,20,126,96,96,22,6533,G28W2,19-24 months,22/28 months
DO_1D_3158_069w,DO-1D-3158,1D,101,69,69,16,6308,G27W2,13-18 months,8/10/16 months
DO_1D_3003_069w,DO-1D-3003,1D,5,69,69,16,3308,G22W1,13-18 months,8/10/16 months
DO_1D_3003_044w,DO-1D-3003,1D,2,44,44,10,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3003_038w,DO-1D-3003,1D,3,38,35,8,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3003_121w,DO-1D-3003,1D,6,121,121,28,3308,G22W1,25-30 months,22/28 months
DO_1D_3003_097w,DO-1D-3003,1D,6,97,96,22,3308,G22W1,19-24 months,22/28 months
DO_2D_4016_038w,DO-2D-4016,2D,4,38,35,8,3313,G22W1,6-12 months,8/10/16 months
DO_2D_4016_044w,DO-2D-4016,2D,2,44,44,10,3313,G22W1,6-12 months,8/10/16 months
DO_2D_4016_069w,DO-2D-4016,2D,5,69,69,16,3313,G22W1,13-18 months,8/10/16 months
DO_2D_4016_097w,DO-2D-4016,2D,6,97,96,22,3313,G22W1,19-24 months,22/28 months
DO_2D_4113_069w,DO-2D-4113,2D,78,69,69,16,5886,G26W2,13-18 months,8/10/16 months
DO_2D_4113_096w,DO-2D-4113,2D,79,96,96,22,5886,G26W2,19-24 months,22/28 months
DO_2D_4113_044w,DO-2D-4113,2D,77,44,44,10,5886,G26W2,6-12 months,8/10/16 months
DO_2D_4113_148w,DO-2D-4113,2D,82,148,148,34,5886,G26W2,>=31 months,34+months
DO_2D_4113_021w,DO-2D-4113,2D,76,21,21,5,5886,G26W2,<=5 months,5 months
DO_2D_4113_120w,DO-2D-4113,2D,80,120,121,28,5886,G26W2,25-30 months,22/28 months
DO_40_2032_035w,DO-40-2032,40,9,35,35,8,3394,G22W2,6-12 months,8/10/16 months
DO_40_2032_121w,DO-40-2032,40,15,121,121,28,3394,G22W2,25-30 months,22/28 months
DO_40_2032_069w,DO-40-2032,40,12,69,69,16,3394,G22W2,13-18 months,8/10/16 months
DO_AL_0021_069w,DO-AL-0021,AL,12,69,69,16,3389,G22W2,13-18 months,8/10/16 months
DO_AL_0021_121w,DO-AL-0021,AL,14,121,121,28,3389,G22W2,25-30 months,22/28 months
DO_AL_0021_035w,DO-AL-0021,AL,9,35,35,8,3389,G22W2,6-12 months,8/10/16 months
DO_AL_0021_043w,DO-AL-0021,AL,10,43,44,10,3389,G22W2,6-12 months,8/10/16 months
DO_AL_0021_097w,DO-AL-0021,AL,13,97,96,22,3389,G22W2,19-24 months,22/28 months
DO_AL_0153_096w,DO-AL-0153,AL,102,96,96,22,6302,G27W2,19-24 months,22/28 months
DO_AL_0153_069w,DO-AL-0153,AL,100,69,69,16,6302,G27W2,13-18 months,8/10/16 months
DO_AL_0153_044w,DO-AL-0153,AL,98,44,44,10,6302,G27W2,6-12 months,8/10/16 months
DO_1D_3011_069w,DO-1D-3011,1D,5,69,69,16,3311,G22W1,13-18 months,8/10/16 months
DO_1D_3011_044w,DO-1D-3011,1D,2,44,44,10,3311,G22W1,6-12 months,8/10/16 months
DO_1D_3011_121w,DO-1D-3011,1D,6,121,121,28,3311,G22W1,25-30 months,22/28 months
DO_1D_3011_038w,DO-1D-3011,1D,4,38,35,8,3311,G22W1,6-12 months,8/10/16 months
DO_1D_3011_148w,DO-1D-3011,1D,7,148,148,34,3311,G22W1,>=31 months,34+months
DO_1D_3161_021w,DO-1D-3161,1D,109,21,21,5,6475,G28W1,<=5 months,5 months
DO_1D_3161_097w,DO-1D-3161,1D,115,97,96,22,6475,G28W1,19-24 months,22/28 months
DO_1D_3161_069w,DO-1D-3161,1D,114,69,69,16,6475,G28W1,13-18 months,8/10/16 months
DO_1D_3107_096w,DO-1D-3107,1D,74,96,96,22,5843,G26W1,19-24 months,22/28 months
DO_1D_3107_069w,DO-1D-3107,1D,73,69,69,16,5843,G26W1,13-18 months,8/10/16 months
DO_1D_3107_020w,DO-1D-3107,1D,69,20,21,5,5843,G26W1,<=5 months,5 months
DO_1D_3107_044w,DO-1D-3107,1D,71,44,44,10,5843,G26W1,6-12 months,8/10/16 months
DO_40_2156_044w,DO-40-2156,40,99,44,44,10,6306,G27W2,6-12 months,8/10/16 months
DO_40_2156_121w,DO-40-2156,40,105,121,121,28,6306,G27W2,25-30 months,22/28 months
DO_40_2156_069w,DO-40-2156,40,101,69,69,16,6306,G27W2,13-18 months,8/10/16 months
DO_40_2156_096w,DO-40-2156,40,103,96,96,22,6306,G27W2,19-24 months,22/28 months
DO_40_2156_174w,DO-40-2156,40,129,174,174,40,6306,G27W2,>=31 months,34+months
DO_20_1018_043w,DO-20-1018,20,10,43,44,10,3391,G22W2,6-12 months,8/10/16 months
DO_20_1018_069w,DO-20-1018,20,12,69,69,16,3391,G22W2,13-18 months,8/10/16 months
DO_20_1018_121w,DO-20-1018,20,15,121,121,28,3391,G22W2,25-30 months,22/28 months
DO_20_1018_035w,DO-20-1018,20,9,35,35,8,3391,G22W2,6-12 months,8/10/16 months
DO_20_1018_097w,DO-20-1018,20,13,97,96,22,3391,G22W2,19-24 months,22/28 months
DO_2D_4131_021w,DO-2D-4131,2D,85,21,21,5,6190,G27W1,<=5 months,5 months
DO_2D_4131_121w,DO-2D-4131,2D,95,121,121,28,6190,G27W1,25-30 months,22/28 months
DO_2D_4131_069w,DO-2D-4131,2D,91,69,69,16,6190,G27W1,13-18 months,8/10/16 months
DO_2D_4190_096w,DO-2D-4190,2D,127,96,96,22,6540,G28W2,19-24 months,22/28 months
DO_2D_4190_069w,DO-2D-4190,2D,125,69,69,16,6540,G28W2,13-18 months,8/10/16 months
DO_AL_0070_021w,DO-AL-0070,AL,46,21,21,5,4968,G24W1,<=5 months,5 months
DO_AL_0070_044w,DO-AL-0070,AL,48,44,44,10,4968,G24W1,6-12 months,8/10/16 months
DO_AL_0070_068w,DO-AL-0070,AL,50,68,69,16,4968,G24W1,13-18 months,8/10/16 months
DO_AL_0077_120w,DO-AL-0077,AL,54,120,121,28,4969,G24W1,25-30 months,22/28 months
DO_AL_0077_021w,DO-AL-0077,AL,46,21,21,5,4969,G24W1,<=5 months,5 months
DO_AL_0077_095w,DO-AL-0077,AL,52,95,96,22,4969,G24W1,19-24 months,22/28 months
DO_AL_0077_068w,DO-AL-0077,AL,50,68,69,16,4969,G24W1,13-18 months,8/10/16 months
DO_40_2045_121w,DO-40-2045,40,30,121,121,28,4109,G23W1,25-30 months,22/28 months
DO_40_2045_023w,DO-40-2045,40,19,23,21,5,4109,G23W1,<=5 months,5 months
DO_40_2045_069w,DO-40-2045,40,25,69,69,16,4109,G23W1,13-18 months,8/10/16 months
DO_40_2045_148w,DO-40-2045,40,31,148,148,34,4109,G23W1,>=31 months,34+months
DO_40_2045_096w,DO-40-2045,40,28,96,96,22,4109,G23W1,19-24 months,22/28 months
DO_40_2045_044w,DO-40-2045,40,23,44,44,10,4109,G23W1,6-12 months,8/10/16 months
DO_AL_0098_121w,DO-AL-0098,AL,81,121,121,28,5835,G26W1,25-30 months,22/28 months
DO_AL_0098_069w,DO-AL-0098,AL,72,69,69,16,5835,G26W1,13-18 months,8/10/16 months
DO_AL_0098_044w,DO-AL-0098,AL,70,44,44,10,5835,G26W1,6-12 months,8/10/16 months
DO_AL_0098_020w,DO-AL-0098,AL,67,20,21,5,5835,G26W1,<=5 months,5 months
DO_AL_0098_096w,DO-AL-0098,AL,74,96,96,22,5835,G26W1,19-24 months,22/28 months
DO_1D_3009_044w,DO-1D-3009,1D,2,44,44,10,3311,G22W1,6-12 months,8/10/16 months
DO_1D_3009_038w,DO-1D-3009,1D,4,38,35,8,3311,G22W1,6-12 months,8/10/16 months
DO_2D_4129_021w,DO-2D-4129,2D,85,21,21,5,6190,G27W1,<=5 months,5 months
DO_2D_4129_044w,DO-2D-4129,2D,88,44,44,10,6190,G27W1,6-12 months,8/10/16 months
DO_2D_4129_069w,DO-2D-4129,2D,91,69,69,16,6190,G27W1,13-18 months,8/10/16 months
DO_40_2048_121w,DO-40-2048,40,30,121,121,28,4109,G23W1,25-30 months,22/28 months
DO_40_2048_096w,DO-40-2048,40,28,96,96,22,4109,G23W1,19-24 months,22/28 months
DO_40_2048_069w,DO-40-2048,40,25,69,69,16,4109,G23W1,13-18 months,8/10/16 months
DO_40_2048_148w,DO-40-2048,40,31,148,148,34,4109,G23W1,>=31 months,34+months
DO_40_2048_044w,DO-40-2048,40,23,44,44,10,4109,G23W1,6-12 months,8/10/16 months
DO_1D_3088_022w,DO-1D-3088,1D,58,22,21,5,5093,G24W2,<=5 months,5 months
DO_AL_0180_122w,DO-AL-0180,AL,127,122,121,28,6531,G28W2,25-30 months,22/28 months
DO_AL_0180_069w,DO-AL-0180,AL,122,69,69,16,6531,G28W2,13-18 months,8/10/16 months
DO_AL_0180_148w,DO-AL-0180,AL,128,148,148,34,6531,G28W2,>=31 months,34+months
DO_AL_0180_096w,DO-AL-0180,AL,125,96,96,22,6531,G28W2,19-24 months,22/28 months
DO_AL_0180_021w,DO-AL-0180,AL,118,21,21,5,6531,G28W2,<=5 months,5 months
DO_1D_3134_069w,DO-1D-3134,1D,91,69,69,16,6188,G27W1,13-18 months,8/10/16 months
DO_1D_3134_121w,DO-1D-3134,1D,95,121,121,28,6188,G27W1,25-30 months,22/28 months
DO_1D_3134_021w,DO-1D-3134,1D,85,21,21,5,6188,G27W1,<=5 months,5 months
DO_1D_3134_148w,DO-1D-3134,1D,99,148,148,34,6188,G27W1,>=31 months,34+months
DO_AL_0017_043w,DO-AL-0017,AL,10,43,44,10,3389,G22W2,6-12 months,8/10/16 months
DO_AL_0118_175w,DO-AL-0118,AL,82,175,174,40,5878,G26W2,>=31 months,34+months
DO_AL_0118_096w,DO-AL-0118,AL,78,96,96,22,5878,G26W2,19-24 months,22/28 months
DO_AL_0118_120w,DO-AL-0118,AL,80,120,121,28,5878,G26W2,25-30 months,22/28 months
DO_AL_0118_069w,DO-AL-0118,AL,77,69,69,16,5878,G26W2,13-18 months,8/10/16 months
DO_AL_0118_148w,DO-AL-0118,AL,82,148,148,34,5878,G26W2,>=31 months,34+months
DO_AL_0118_021w,DO-AL-0118,AL,75,21,21,5,5878,G26W2,<=5 months,5 months
DO_AL_0118_044w,DO-AL-0118,AL,76,44,44,10,5878,G26W2,6-12 months,8/10/16 months
DO_2D_4065_044w,DO-2D-4065,2D,50,44,44,10,4978,G24W1,6-12 months,8/10/16 months
DO_20_1027_069w,DO-20-1027,20,12,69,69,16,3392,G22W2,13-18 months,8/10/16 months
DO_20_1027_148w,DO-20-1027,20,15,148,148,34,3392,G22W2,>=31 months,34+months
DO_20_1027_121w,DO-20-1027,20,15,121,121,28,3392,G22W2,25-30 months,22/28 months
DO_20_1027_043w,DO-20-1027,20,11,43,44,10,3392,G22W2,6-12 months,8/10/16 months
DO_AL_0002_097w,DO-AL-0002,AL,6,97,96,22,3297,G22W1,19-24 months,22/28 months
DO_AL_0002_038w,DO-AL-0002,AL,3,38,35,8,3297,G22W1,6-12 months,8/10/16 months
DO_AL_0002_069w,DO-AL-0002,AL,4,69,69,16,3297,G22W1,13-18 months,8/10/16 months
DO_AL_0002_044w,DO-AL-0002,AL,1,44,44,10,3297,G22W1,6-12 months,8/10/16 months
DO_40_2012_097w,DO-40-2012,40,6,97,96,22,3303,G22W1,19-24 months,22/28 months
DO_40_2012_038w,DO-40-2012,40,3,38,35,8,3303,G22W1,6-12 months,8/10/16 months
DO_40_2012_121w,DO-40-2012,40,6,121,121,28,3303,G22W1,25-30 months,22/28 months
DO_40_2012_044w,DO-40-2012,40,2,44,44,10,3303,G22W1,6-12 months,8/10/16 months
DO_40_2144_021w,DO-40-2144,40,85,21,21,5,6187,G27W1,<=5 months,5 months
DO_40_2144_069w,DO-40-2144,40,90,69,69,16,6187,G27W1,13-18 months,8/10/16 months
DO_40_2144_121w,DO-40-2144,40,95,121,121,28,6187,G27W1,25-30 months,22/28 months
DO_1D_3188_044w,DO-1D-3188,1D,121,44,44,10,6538,G28W2,6-12 months,8/10/16 months
DO_1D_3188_096w,DO-1D-3188,1D,126,96,96,22,6538,G28W2,19-24 months,22/28 months
DO_1D_3188_069w,DO-1D-3188,1D,124,69,69,16,6538,G28W2,13-18 months,8/10/16 months
DO_1D_3188_122w,DO-1D-3188,1D,127,122,121,28,6538,G28W2,25-30 months,22/28 months
DO_1D_3188_021w,DO-1D-3188,1D,120,21,21,5,6538,G28W2,<=5 months,5 months
DO_AL_0061_020w,DO-AL-0061,AL,32,20,21,5,4333,G23W2,<=5 months,5 months
DO_20_1114_096w,DO-20-1114,20,79,96,96,22,5880,G26W2,19-24 months,22/28 months
DO_20_1114_044w,DO-20-1114,20,77,44,44,10,5880,G26W2,6-12 months,8/10/16 months
DO_20_1114_021w,DO-20-1114,20,75,21,21,5,5880,G26W2,<=5 months,5 months
DO_40_2184_174w,DO-40-2184,40,129,174,174,40,6535,G28W2,>=31 months,34+months
DO_40_2184_148w,DO-40-2184,40,128,148,148,34,6535,G28W2,>=31 months,34+months
DO_40_2184_122w,DO-40-2184,40,127,122,121,28,6535,G28W2,25-30 months,22/28 months
DO_40_2184_021w,DO-40-2184,40,119,21,21,5,6535,G28W2,<=5 months,5 months
DO_40_2184_044w,DO-40-2184,40,121,44,44,10,6535,G28W2,6-12 months,8/10/16 months
DO_40_2183_174w,DO-40-2183,40,129,174,174,40,6535,G28W2,>=31 months,34+months
DO_40_2183_021w,DO-40-2183,40,119,21,21,5,6535,G28W2,<=5 months,5 months
DO_40_2183_122w,DO-40-2183,40,127,122,121,28,6535,G28W2,25-30 months,22/28 months
DO_2D_4132_044w,DO-2D-4132,2D,88,44,44,10,6190,G27W1,6-12 months,8/10/16 months
